year,jornada,date,stadium,teamA,logo_teamA,teamB,logo_teamB,scoreTeamA,scoreTeamB,winner,winnerAsNumeric
1991,32,28 Abr 91,La Romareda,Real,Real.jpg,Atlético,Atlético.jpg,1,0,Real,1
1991,33,04 May 91,Benito Villamarín,Real Betis,Real Betis.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1991,33,05 May 91,San Mamés,Athletic,Athletic.jpg,Real Oviedo,Real Oviedo.jpg,2,1,Athletic,1
1991,33,05 May 91,Wanda Metropolitano,Atlético,Atlético.jpg,Cádiz,Cádiz.jpg,0,0,Draw,0
1991,33,05 May 91,Camp Nou,Barcelona,Barcelona.jpg,Real,Real.jpg,2,1,Barcelona,1
1991,33,05 May 91,Municipal de Castalia,Castellón,Castellón.jpg,Mallorca,Mallorca.jpg,0,1,Mallorca,2
1991,33,05 May 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Sociedad,Sociedad.jpg,2,1,Sporting,1
1991,33,05 May 91,El Sadar,Osasuna,Osasuna.jpg,Logroñés,Logroñés.jpg,1,1,Draw,0
1991,33,05 May 91,San Amaro,Real Burgos,Real Burgos.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1991,33,05 May 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1991,33,05 May 91,Municipal José Zorrilla,Real,Real.jpg,Espanyol,Espanyol.jpg,2,0,Real,1
1991,34,11 May 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Barcelona,Barcelona.jpg,4,0,Cádiz,1
1991,34,11 May 91,No disponible,Logroñés,Logroñés.jpg,Sporting,Sporting.jpg,1,2,Sporting,2
1991,34,11 May 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Athletic,Athletic.jpg,4,1,Real Madrid,1
1991,34,12 May 91,Benito Villamarín,Real Betis,Real Betis.jpg,Real Burgos,Real Burgos.jpg,0,0,Draw,0
1991,34,12 May 91,RCDE Stadium,Espanyol,Espanyol.jpg,Tenerife,Tenerife.jpg,1,0,Espanyol,1
1991,34,12 May 91,Son Moix,Mallorca,Mallorca.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1991,34,12 May 91,Anoeta,Sociedad,Sociedad.jpg,Atlético,Atlético.jpg,2,1,Sociedad,1
1991,34,12 May 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Osasuna,Osasuna.jpg,0,0,Draw,0
1991,34,12 May 91,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,2,0,Valencia,1
1991,34,12 May 91,La Romareda,Real,Real.jpg,Castellón,Castellón.jpg,2,0,Real,1
1991,35,18 May 91,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,1,3,Sociedad,2
1991,35,19 May 91,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
1991,35,19 May 91,Wanda Metropolitano,Atlético,Atlético.jpg,Logroñés,Logroñés.jpg,3,0,Atlético,1
1991,35,19 May 91,Municipal de Castalia,Castellón,Castellón.jpg,Cádiz,Cádiz.jpg,2,0,Castellón,1
1991,35,19 May 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real Oviedo,Real Oviedo.jpg,0,0,Draw,0
1991,35,19 May 91,El Sadar,Osasuna,Osasuna.jpg,Real Madrid,Real Madrid.jpg,3,3,Draw,0
1991,35,19 May 91,San Amaro,Real Burgos,Real Burgos.jpg,Mallorca,Mallorca.jpg,1,1,Draw,0
1991,35,19 May 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real,Real.jpg,1,2,Real,2
1991,35,19 May 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Valencia,Valencia.jpg,1,1,Draw,0
1991,35,19 May 91,Municipal José Zorrilla,Real,Real.jpg,Real Betis,Real Betis.jpg,1,1,Draw,0
1991,36,25 May 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sporting,Sporting.jpg,2,1,Real Madrid,1
1991,36,25 May 91,Mestalla,Valencia,Valencia.jpg,Athletic,Athletic.jpg,2,1,Valencia,1
1991,36,26 May 91,Benito Villamarín,Real Betis,Real Betis.jpg,Tenerife,Tenerife.jpg,1,1,Draw,0
1991,36,26 May 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Sevilla,Sevilla.jpg,2,1,Cádiz,1
1991,36,26 May 91,RCDE Stadium,Espanyol,Espanyol.jpg,Osasuna,Osasuna.jpg,0,1,Osasuna,2
1991,36,26 May 91,No disponible,Logroñés,Logroñés.jpg,Barcelona,Barcelona.jpg,0,2,Barcelona,2
1991,36,26 May 91,Anoeta,Sociedad,Sociedad.jpg,Castellón,Castellón.jpg,1,1,Draw,0
1991,36,26 May 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Atlético,Atlético.jpg,3,0,Real Oviedo,1
1991,36,26 May 91,Municipal José Zorrilla,Real,Real.jpg,Real Burgos,Real Burgos.jpg,1,0,Real,1
1991,36,26 May 91,La Romareda,Real,Real.jpg,Mallorca,Mallorca.jpg,2,2,Draw,0
1991,37,02 Jun 91,San Mamés,Athletic,Athletic.jpg,Real Betis,Real Betis.jpg,4,0,Athletic,1
1991,37,02 Jun 91,Wanda Metropolitano,Atlético,Atlético.jpg,Real Madrid,Real Madrid.jpg,0,3,Real Madrid,2
1991,37,02 Jun 91,Camp Nou,Barcelona,Barcelona.jpg,Real Oviedo,Real Oviedo.jpg,0,0,Draw,0
1991,37,02 Jun 91,Municipal de Castalia,Castellón,Castellón.jpg,Logroñés,Logroñés.jpg,0,0,Draw,0
1991,37,02 Jun 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Espanyol,Espanyol.jpg,3,0,Sporting,1
1991,37,02 Jun 91,Son Moix,Mallorca,Mallorca.jpg,Cádiz,Cádiz.jpg,0,0,Draw,0
1991,37,02 Jun 91,El Sadar,Osasuna,Osasuna.jpg,Valencia,Valencia.jpg,0,2,Valencia,2
1991,37,02 Jun 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Sociedad,Sociedad.jpg,1,0,Sevilla,1
1991,37,02 Jun 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Real,Real.jpg,1,0,Tenerife,1
1991,37,02 Jun 91,La Romareda,Real,Real.jpg,Real Burgos,Real Burgos.jpg,0,0,Draw,0
1991,38,08 Jun 91,No disponible,Logroñés,Logroñés.jpg,Sevilla,Sevilla.jpg,2,1,Logroñés,1
1991,38,08 Jun 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,1,0,Real Madrid,1
1991,38,09 Jun 91,Benito Villamarín,Real Betis,Real Betis.jpg,Osasuna,Osasuna.jpg,0,1,Osasuna,2
1991,38,09 Jun 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Real,Real.jpg,2,1,Cádiz,1
1991,38,09 Jun 91,RCDE Stadium,Espanyol,Espanyol.jpg,Atlético,Atlético.jpg,3,1,Espanyol,1
1991,38,09 Jun 91,Anoeta,Sociedad,Sociedad.jpg,Mallorca,Mallorca.jpg,0,0,Draw,0
1991,38,09 Jun 91,San Amaro,Real Burgos,Real Burgos.jpg,Tenerife,Tenerife.jpg,2,0,Real Burgos,1
1991,38,09 Jun 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Castellón,Castellón.jpg,3,0,Real Oviedo,1
1991,38,09 Jun 91,Mestalla,Valencia,Valencia.jpg,Sporting,Sporting.jpg,0,1,Sporting,2
1991,38,09 Jun 91,Municipal José Zorrilla,Real,Real.jpg,Athletic,Athletic.jpg,1,0,Real,1
1992,1,31 Ago 91,San Mamés,Athletic,Athletic.jpg,Sevilla,Sevilla.jpg,0,2,Sevilla,2
1992,1,31 Ago 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1992,1,31 Ago 91,Mestalla,Valencia,Valencia.jpg,Deportivo,Deportivo.jpg,2,1,Valencia,1
1992,1,01 Sep 91,Wanda Metropolitano,Atlético,Atlético.jpg,Real Burgos,Real Burgos.jpg,2,0,Atlético,1
1992,1,01 Sep 91,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,2,0,Barcelona,1
1992,1,01 Sep 91,El Sadar,Osasuna,Osasuna.jpg,Albacete,Albacete.jpg,2,0,Osasuna,1
1992,1,01 Sep 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Mallorca,Mallorca.jpg,0,0,Draw,0
1992,1,01 Sep 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Logroñés,Logroñés.jpg,3,0,Tenerife,1
1992,1,01 Sep 91,Municipal José Zorrilla,Real,Real.jpg,Sporting,Sporting.jpg,0,1,Sporting,2
1992,1,01 Sep 91,La Romareda,Real,Real.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
1992,2,07 Sep 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Barcelona,Barcelona.jpg,4,2,Sevilla,1
1992,2,08 Sep 91,Carlos Belmonte,Albacete,Albacete.jpg,Valencia,Valencia.jpg,1,0,Albacete,1
1992,2,08 Sep 91,Municipal Riazor,Deportivo,Deportivo.jpg,Tenerife,Tenerife.jpg,1,1,Draw,0
1992,2,08 Sep 91,RCDE Stadium,Espanyol,Espanyol.jpg,Real Oviedo,Real Oviedo.jpg,0,1,Real Oviedo,2
1992,2,08 Sep 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Athletic,Athletic.jpg,3,2,Sporting,1
1992,2,08 Sep 91,No disponible,Logroñés,Logroñés.jpg,Cádiz,Cádiz.jpg,2,1,Logroñés,1
1992,2,08 Sep 91,Son Moix,Mallorca,Mallorca.jpg,Atlético,Atlético.jpg,0,2,Atlético,2
1992,2,08 Sep 91,Anoeta,Sociedad,Sociedad.jpg,Real,Real.jpg,0,0,Draw,0
1992,2,08 Sep 91,San Amaro,Real Burgos,Real Burgos.jpg,Osasuna,Osasuna.jpg,4,0,Real Burgos,1
1992,2,08 Sep 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real,Real.jpg,1,0,Real Madrid,1
1992,3,14 Sep 91,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,1,4,Real Madrid,2
1992,3,14 Sep 91,Camp Nou,Barcelona,Barcelona.jpg,Real,Real.jpg,3,1,Barcelona,1
1992,3,14 Sep 91,El Sadar,Osasuna,Osasuna.jpg,Mallorca,Mallorca.jpg,1,0,Osasuna,1
1992,3,14 Sep 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Sociedad,Sociedad.jpg,2,0,Real Oviedo,1
1992,3,14 Sep 91,Mestalla,Valencia,Valencia.jpg,Real Burgos,Real Burgos.jpg,1,1,Draw,0
1992,3,15 Sep 91,Wanda Metropolitano,Atlético,Atlético.jpg,Espanyol,Espanyol.jpg,3,0,Atlético,1
1992,3,15 Sep 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Deportivo,Deportivo.jpg,1,0,Cádiz,1
1992,3,15 Sep 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Sporting,Sporting.jpg,2,1,Sevilla,1
1992,3,15 Sep 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Albacete,Albacete.jpg,2,3,Albacete,2
1992,3,15 Sep 91,Municipal José Zorrilla,Real,Real.jpg,Logroñés,Logroñés.jpg,1,2,Logroñés,2
1992,4,28 Sep 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Barcelona,Barcelona.jpg,2,1,Sporting,1
1992,4,28 Sep 91,Anoeta,Sociedad,Sociedad.jpg,Atlético,Atlético.jpg,0,2,Atlético,2
1992,4,28 Sep 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sevilla,Sevilla.jpg,3,1,Real Madrid,1
1992,4,28 Sep 91,La Romareda,Real,Real.jpg,Real Oviedo,Real Oviedo.jpg,3,2,Real,1
1992,4,29 Sep 91,Carlos Belmonte,Albacete,Albacete.jpg,Cádiz,Cádiz.jpg,0,1,Cádiz,2
1992,4,29 Sep 91,Municipal Riazor,Deportivo,Deportivo.jpg,Real,Real.jpg,1,0,Deportivo,1
1992,4,29 Sep 91,RCDE Stadium,Espanyol,Espanyol.jpg,Osasuna,Osasuna.jpg,3,2,Espanyol,1
1992,4,29 Sep 91,No disponible,Logroñés,Logroñés.jpg,Athletic,Athletic.jpg,0,1,Athletic,2
1992,4,29 Sep 91,Son Moix,Mallorca,Mallorca.jpg,Valencia,Valencia.jpg,0,1,Valencia,2
1992,4,29 Sep 91,San Amaro,Real Burgos,Real Burgos.jpg,Tenerife,Tenerife.jpg,3,1,Real Burgos,1
1992,5,05 Oct 91,Mestalla,Valencia,Valencia.jpg,Espanyol,Espanyol.jpg,1,0,Valencia,1
1992,5,06 Oct 91,San Mamés,Athletic,Athletic.jpg,Deportivo,Deportivo.jpg,0,0,Draw,0
1992,5,06 Oct 91,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,2,1,Atlético,1
1992,5,06 Oct 91,Camp Nou,Barcelona,Barcelona.jpg,Real Oviedo,Real Oviedo.jpg,1,2,Real Oviedo,2
1992,5,06 Oct 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Real Burgos,Real Burgos.jpg,0,2,Real Burgos,2
1992,5,06 Oct 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real Madrid,Real Madrid.jpg,1,4,Real Madrid,2
1992,5,06 Oct 91,El Sadar,Osasuna,Osasuna.jpg,Sociedad,Sociedad.jpg,1,0,Osasuna,1
1992,5,06 Oct 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Logroñés,Logroñés.jpg,0,1,Logroñés,2
1992,5,06 Oct 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Mallorca,Mallorca.jpg,0,1,Mallorca,2
1992,5,06 Oct 91,Municipal José Zorrilla,Real,Real.jpg,Albacete,Albacete.jpg,1,0,Real,1
1992,6,19 Oct 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1992,6,19 Oct 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
1992,6,20 Oct 91,Carlos Belmonte,Albacete,Albacete.jpg,Athletic,Athletic.jpg,4,0,Albacete,1
1992,6,20 Oct 91,Municipal Riazor,Deportivo,Deportivo.jpg,Sevilla,Sevilla.jpg,3,1,Deportivo,1
1992,6,20 Oct 91,RCDE Stadium,Espanyol,Espanyol.jpg,Tenerife,Tenerife.jpg,2,2,Draw,0
1992,6,20 Oct 91,No disponible,Logroñés,Logroñés.jpg,Sporting,Sporting.jpg,0,0,Draw,0
1992,6,20 Oct 91,Son Moix,Mallorca,Mallorca.jpg,Cádiz,Cádiz.jpg,1,0,Mallorca,1
1992,6,20 Oct 91,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,3,1,Sociedad,1
1992,6,20 Oct 91,San Amaro,Real Burgos,Real Burgos.jpg,Real,Real.jpg,1,0,Real Burgos,1
1992,6,20 Oct 91,La Romareda,Real,Real.jpg,Osasuna,Osasuna.jpg,2,0,Real,1
1992,7,26 Oct 91,Camp Nou,Barcelona,Barcelona.jpg,Atlético,Atlético.jpg,1,0,Barcelona,1
1992,7,27 Oct 91,San Mamés,Athletic,Athletic.jpg,Real Burgos,Real Burgos.jpg,0,0,Draw,0
1992,7,27 Oct 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Espanyol,Espanyol.jpg,2,1,Cádiz,1
1992,7,27 Oct 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Deportivo,Deportivo.jpg,1,0,Sporting,1
1992,7,27 Oct 91,El Sadar,Osasuna,Osasuna.jpg,Real Oviedo,Real Oviedo.jpg,1,0,Osasuna,1
1992,7,27 Oct 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Logroñés,Logroñés.jpg,3,0,Real Madrid,1
1992,7,27 Oct 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Albacete,Albacete.jpg,3,0,Sevilla,1
1992,7,27 Oct 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Sociedad,Sociedad.jpg,0,0,Draw,0
1992,7,27 Oct 91,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,0,1,Real,2
1992,7,27 Oct 91,Municipal José Zorrilla,Real,Real.jpg,Mallorca,Mallorca.jpg,2,1,Real,1
1992,8,02 Nov 91,Wanda Metropolitano,Atlético,Atlético.jpg,Osasuna,Osasuna.jpg,1,0,Atlético,1
1992,8,02 Nov 91,Municipal Riazor,Deportivo,Deportivo.jpg,Real Madrid,Real Madrid.jpg,0,3,Real Madrid,2
1992,8,03 Nov 91,Carlos Belmonte,Albacete,Albacete.jpg,Sporting,Sporting.jpg,0,2,Sporting,2
1992,8,03 Nov 91,RCDE Stadium,Espanyol,Espanyol.jpg,Real,Real.jpg,0,2,Real,2
1992,8,03 Nov 91,No disponible,Logroñés,Logroñés.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1992,8,03 Nov 91,Son Moix,Mallorca,Mallorca.jpg,Athletic,Athletic.jpg,1,2,Athletic,2
1992,8,03 Nov 91,Anoeta,Sociedad,Sociedad.jpg,Cádiz,Cádiz.jpg,1,0,Sociedad,1
1992,8,03 Nov 91,San Amaro,Real Burgos,Real Burgos.jpg,Sevilla,Sevilla.jpg,1,0,Real Burgos,1
1992,8,03 Nov 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1992,8,03 Nov 91,La Romareda,Real,Real.jpg,Tenerife,Tenerife.jpg,3,0,Real,1
1992,9,09 Nov 91,Mestalla,Valencia,Valencia.jpg,Atlético,Atlético.jpg,2,0,Valencia,1
1992,9,10 Nov 91,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,0,2,Espanyol,2
1992,9,10 Nov 91,Camp Nou,Barcelona,Barcelona.jpg,Osasuna,Osasuna.jpg,2,0,Barcelona,1
1992,9,10 Nov 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Real,Real.jpg,0,0,Draw,0
1992,9,10 Nov 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real Burgos,Real Burgos.jpg,0,0,Draw,0
1992,9,10 Nov 91,No disponible,Logroñés,Logroñés.jpg,Deportivo,Deportivo.jpg,2,1,Logroñés,1
1992,9,10 Nov 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Albacete,Albacete.jpg,2,1,Real Madrid,1
1992,9,10 Nov 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Mallorca,Mallorca.jpg,2,0,Sevilla,1
1992,9,10 Nov 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Real Oviedo,Real Oviedo.jpg,1,0,Tenerife,1
1992,9,10 Nov 91,Municipal José Zorrilla,Real,Real.jpg,Sociedad,Sociedad.jpg,2,2,Draw,0
1992,10,16 Nov 91,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,2,0,Sociedad,1
1992,10,17 Nov 91,Carlos Belmonte,Albacete,Albacete.jpg,Logroñés,Logroñés.jpg,2,0,Albacete,1
1992,10,17 Nov 91,Wanda Metropolitano,Atlético,Atlético.jpg,Tenerife,Tenerife.jpg,1,0,Atlético,1
1992,10,17 Nov 91,Municipal Riazor,Deportivo,Deportivo.jpg,Barcelona,Barcelona.jpg,0,4,Barcelona,2
1992,10,17 Nov 91,RCDE Stadium,Espanyol,Espanyol.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1992,10,17 Nov 91,Son Moix,Mallorca,Mallorca.jpg,Sporting,Sporting.jpg,0,1,Sporting,2
1992,10,17 Nov 91,El Sadar,Osasuna,Osasuna.jpg,Valencia,Valencia.jpg,0,1,Valencia,2
1992,10,17 Nov 91,San Amaro,Real Burgos,Real Burgos.jpg,Real Madrid,Real Madrid.jpg,0,2,Real Madrid,2
1992,10,17 Nov 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Cádiz,Cádiz.jpg,2,1,Real Oviedo,1
1992,10,17 Nov 91,La Romareda,Real,Real.jpg,Real,Real.jpg,2,0,Real,1
1992,11,23 Nov 91,Camp Nou,Barcelona,Barcelona.jpg,Valencia,Valencia.jpg,3,1,Barcelona,1
1992,11,24 Nov 91,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,1,0,Athletic,1
1992,11,24 Nov 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Atlético,Atlético.jpg,1,1,Draw,0
1992,11,24 Nov 91,Municipal Riazor,Deportivo,Deportivo.jpg,Albacete,Albacete.jpg,2,2,Draw,0
1992,11,24 Nov 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Espanyol,Espanyol.jpg,3,0,Sporting,1
1992,11,24 Nov 91,No disponible,Logroñés,Logroñés.jpg,Real Burgos,Real Burgos.jpg,1,2,Real Burgos,2
1992,11,24 Nov 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Mallorca,Mallorca.jpg,2,0,Real Madrid,1
1992,11,24 Nov 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Sociedad,Sociedad.jpg,2,2,Draw,0
1992,11,24 Nov 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Osasuna,Osasuna.jpg,0,0,Draw,0
1992,11,24 Nov 91,Municipal José Zorrilla,Real,Real.jpg,Real Oviedo,Real Oviedo.jpg,1,1,Draw,0
1992,12,30 Nov 91,Carlos Belmonte,Albacete,Albacete.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1992,12,01 Dic 91,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,5,1,Atlético,1
1992,12,01 Dic 91,RCDE Stadium,Espanyol,Espanyol.jpg,Real Madrid,Real Madrid.jpg,1,5,Real Madrid,2
1992,12,01 Dic 91,El Sadar,Osasuna,Osasuna.jpg,Cádiz,Cádiz.jpg,1,0,Osasuna,1
1992,12,01 Dic 91,Anoeta,Sociedad,Sociedad.jpg,Sporting,Sporting.jpg,0,0,Draw,0
1992,12,01 Dic 91,San Amaro,Real Burgos,Real Burgos.jpg,Deportivo,Deportivo.jpg,0,0,Draw,0
1992,12,01 Dic 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Athletic,Athletic.jpg,1,1,Draw,0
1992,12,01 Dic 91,Mestalla,Valencia,Valencia.jpg,Tenerife,Tenerife.jpg,1,0,Valencia,1
1992,12,01 Dic 91,La Romareda,Real,Real.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1992,12,12 Feb 92,Son Moix,Mallorca,Mallorca.jpg,Logroñés,Logroñés.jpg,2,1,Mallorca,1
1992,13,07 Dic 91,Camp Nou,Barcelona,Barcelona.jpg,Tenerife,Tenerife.jpg,5,3,Barcelona,1
1992,13,07 Dic 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,4,1,Real Madrid,1
1992,13,08 Dic 91,Carlos Belmonte,Albacete,Albacete.jpg,Real Burgos,Real Burgos.jpg,1,0,Albacete,1
1992,13,08 Dic 91,San Mamés,Athletic,Athletic.jpg,Atlético,Atlético.jpg,3,2,Athletic,1
1992,13,08 Dic 91,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Valencia,Valencia.jpg,2,0,Cádiz,1
1992,13,08 Dic 91,Municipal Riazor,Deportivo,Deportivo.jpg,Mallorca,Mallorca.jpg,1,0,Deportivo,1
1992,13,08 Dic 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real,Real.jpg,1,2,Real,2
1992,13,08 Dic 91,No disponible,Logroñés,Logroñés.jpg,Espanyol,Espanyol.jpg,2,1,Logroñés,1
1992,13,08 Dic 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Oviedo,Real Oviedo.jpg,1,1,Draw,0
1992,13,08 Dic 91,Municipal José Zorrilla,Real,Real.jpg,Osasuna,Osasuna.jpg,1,1,Draw,0
1992,14,14 Dic 91,Wanda Metropolitano,Atlético,Atlético.jpg,Sevilla,Sevilla.jpg,0,3,Sevilla,2
1992,14,15 Dic 91,RCDE Stadium,Espanyol,Espanyol.jpg,Deportivo,Deportivo.jpg,0,3,Deportivo,2
1992,14,15 Dic 91,Son Moix,Mallorca,Mallorca.jpg,Albacete,Albacete.jpg,0,1,Albacete,2
1992,14,15 Dic 91,El Sadar,Osasuna,Osasuna.jpg,Athletic,Athletic.jpg,1,1,Draw,0
1992,14,15 Dic 91,Anoeta,Sociedad,Sociedad.jpg,Logroñés,Logroñés.jpg,4,0,Sociedad,1
1992,14,15 Dic 91,San Amaro,Real Burgos,Real Burgos.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1992,14,15 Dic 91,Carlos Tartiere,Real Oviedo,Real Oviedo.jpg,Sporting,Sporting.jpg,1,0,Real Oviedo,1
1992,14,15 Dic 91,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Cádiz,Cádiz.jpg,3,1,Tenerife,1
1992,14,15 Dic 91,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,3,1,Valencia,1
1992,14,15 Dic 91,La Romareda,Real,Real.jpg,Real Madrid,Real Madrid.jpg,1,1,Draw,0
1992,15,21 Dic 91,San Mamés,Athletic,Athletic.jpg,Valencia,Valencia.jpg,2,3,Valencia,2
1992,15,21 Dic 91,Camp Nou,Barcelona,Barcelona.jpg,Cádiz,Cádiz.jpg,4,1,Barcelona,1
1992,15,22 Dic 91,Carlos Belmonte,Albacete,Albacete.jpg,Espanyol,Espanyol.jpg,3,2,Albacete,1
1992,15,22 Dic 91,Municipal Riazor,Deportivo,Deportivo.jpg,Sociedad,Sociedad.jpg,0,0,Draw,0
1992,15,22 Dic 91,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
1992,15,22 Dic 91,No disponible,Logroñés,Logroñés.jpg,Real,Real.jpg,0,2,Real,2
1992,15,22 Dic 91,San Amaro,Real Burgos,Real Burgos.jpg,Mallorca,Mallorca.jpg,0,0,Draw,0
1992,15,22 Dic 91,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Oviedo,Real Oviedo.jpg,0,0,Draw,0
1992,15,22 Dic 91,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Osasuna,Osasuna.jpg,1,0,Sevilla,1
1992,15,22 Dic 91,Municipal José Zorrilla,Real,Real.jpg,Tenerife,Tenerife.jpg,2,2,Draw,0
1992,16,04 Ene 92,Wanda Metropolitano,Atlético,Atlético.jpg,Real Madrid,Real Madrid.jpg,2,0,Atlético,1
1992,16,04 Ene 92,Heliodoro Rodríguez López,Tenerife,Tenerife.jpg,Athletic,Athletic.jpg,4,1,Tenerife,1
1992,16,05 Ene 92,Nuevo Ramón de Carranza,Cádiz,Cádiz.jpg,Real,Real.jpg,0,0,Draw,0
1992,16,05 Ene 92,RCDE Stadium,Espanyol,Espanyol.jpg,Real Burgos,Real Burgos.jpg,0,0,Draw,0
1992,16,05 Ene 92,Son Moix,Mallorca,Mallorca.jpg,Barcelona,Barcelona.jpg,1,2,Barcelona,2
1992,16,05 Ene 92,El Sadar,Osasuna,Osasuna.jpg,Sporting,Sporting.jpg,0,2,Sporting,2
1992,16,05 Ene 92,Anoeta,Sociedad,Sociedad.jpg,Albacete,Albacete.jpg,0,1,Albacete,2
