year,jornada,date,stadium,teamA,logo_teamA,teamB,logo_teamB,scoreTeamA,scoreTeamB,winner,winnerAsNumeric
1957,21,03 Feb 57,Anoeta,Sociedad,Sociedad.jpg,Deportivo,Deportivo.jpg,2,0,Sociedad,1
1957,21,03 Feb 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Atlético,Atlético.jpg,0,2,Atlético,2
1957,21,03 Feb 57,Mestalla,Valencia,Valencia.jpg,Real Jaén,Real Jaén.jpg,3,1,Valencia,1
1957,21,03 Feb 57,La Romareda,Real,Real.jpg,Real,Real.jpg,3,1,Real,1
1957,22,10 Feb 57,San Mamés,Athletic,Athletic.jpg,Sociedad,Sociedad.jpg,2,0,Athletic,1
1957,22,10 Feb 57,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,2,1,Atlético,1
1957,22,10 Feb 57,Camp Nou,Barcelona,Barcelona.jpg,Las Palmas,Las Palmas.jpg,6,1,Barcelona,1
1957,22,10 Feb 57,Municipal Riazor,Deportivo,Deportivo.jpg,Valencia,Valencia.jpg,1,0,Deportivo,1
1957,22,10 Feb 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real Madrid,Real Madrid.jpg,2,4,Real Madrid,2
1957,22,10 Feb 57,El Sadar,Osasuna,Osasuna.jpg,Condal CD,Condal CD.jpg,2,1,Osasuna,1
1957,22,10 Feb 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Espanyol,Espanyol.jpg,3,0,Sevilla,1
1957,22,10 Feb 57,Municipal José Zorrilla,Real,Real.jpg,Celta,Celta.jpg,1,1,Draw,0
1957,23,16 Feb 57,No disponible,Condal CD,Condal CD.jpg,Real,Real.jpg,4,0,Condal CD,1
1957,23,17 Feb 57,Abanca Balaídos,Celta,Celta.jpg,Atlético,Atlético.jpg,1,0,Celta,1
1957,23,17 Feb 57,RCDE Stadium,Espanyol,Espanyol.jpg,Osasuna,Osasuna.jpg,1,1,Draw,0
1957,23,17 Feb 57,Anoeta,Sociedad,Sociedad.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1957,23,17 Feb 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Deportivo,Deportivo.jpg,1,0,Real Madrid,1
1957,23,17 Feb 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Las Palmas,Las Palmas.jpg,3,1,Sevilla,1
1957,23,17 Feb 57,Mestalla,Valencia,Valencia.jpg,Athletic,Athletic.jpg,1,2,Athletic,2
1957,23,17 Feb 57,La Romareda,Real,Real.jpg,Real Jaén,Real Jaén.jpg,2,0,Real,1
1957,24,24 Feb 57,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,4,2,Athletic,1
1957,24,24 Feb 57,Wanda Metropolitano,Atlético,Atlético.jpg,Condal CD,Condal CD.jpg,6,2,Atlético,1
1957,24,24 Feb 57,Camp Nou,Barcelona,Barcelona.jpg,Valencia,Valencia.jpg,3,2,Barcelona,1
1957,24,24 Feb 57,Municipal Riazor,Deportivo,Deportivo.jpg,Real,Real.jpg,4,1,Deportivo,1
1957,24,24 Feb 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Celta,Celta.jpg,2,0,Real Jaén,1
1957,24,24 Feb 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Sociedad,Sociedad.jpg,1,1,Draw,0
1957,24,24 Feb 57,El Sadar,Osasuna,Osasuna.jpg,Sevilla,Sevilla.jpg,5,2,Osasuna,1
1957,24,24 Feb 57,Municipal José Zorrilla,Real,Real.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
1957,25,02 Mar 57,No disponible,Condal CD,Condal CD.jpg,Real Jaén,Real Jaén.jpg,1,0,Condal CD,1
1957,25,03 Mar 57,Abanca Balaídos,Celta,Celta.jpg,Deportivo,Deportivo.jpg,1,1,Draw,0
1957,25,03 Mar 57,RCDE Stadium,Espanyol,Espanyol.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
1957,25,03 Mar 57,El Sadar,Osasuna,Osasuna.jpg,Las Palmas,Las Palmas.jpg,2,1,Osasuna,1
1957,25,03 Mar 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,1,0,Real Madrid,1
1957,25,03 Mar 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real,Real.jpg,2,0,Sevilla,1
1957,25,03 Mar 57,Mestalla,Valencia,Valencia.jpg,Sociedad,Sociedad.jpg,3,2,Valencia,1
1957,25,03 Mar 57,La Romareda,Real,Real.jpg,Athletic,Athletic.jpg,1,1,Draw,0
1957,26,17 Mar 57,San Mamés,Athletic,Athletic.jpg,Celta,Celta.jpg,1,0,Athletic,1
1957,26,17 Mar 57,Wanda Metropolitano,Atlético,Atlético.jpg,Sevilla,Sevilla.jpg,1,2,Sevilla,2
1957,26,17 Mar 57,Camp Nou,Barcelona,Barcelona.jpg,Real,Real.jpg,4,2,Barcelona,1
1957,26,17 Mar 57,Municipal Riazor,Deportivo,Deportivo.jpg,Condal CD,Condal CD.jpg,3,0,Deportivo,1
1957,26,17 Mar 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Espanyol,Espanyol.jpg,0,0,Draw,0
1957,26,17 Mar 57,Anoeta,Sociedad,Sociedad.jpg,Real Madrid,Real Madrid.jpg,3,0,Sociedad,1
1957,26,17 Mar 57,Mestalla,Valencia,Valencia.jpg,Las Palmas,Las Palmas.jpg,2,2,Draw,0
1957,26,17 Mar 57,Municipal José Zorrilla,Real,Real.jpg,Osasuna,Osasuna.jpg,3,0,Real,1
1957,27,23 Mar 57,No disponible,Condal CD,Condal CD.jpg,Athletic,Athletic.jpg,3,3,Draw,0
1957,27,24 Mar 57,Abanca Balaídos,Celta,Celta.jpg,Barcelona,Barcelona.jpg,0,2,Barcelona,2
1957,27,24 Mar 57,RCDE Stadium,Espanyol,Espanyol.jpg,Deportivo,Deportivo.jpg,2,0,Espanyol,1
1957,27,24 Mar 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Real,Real.jpg,3,2,Las Palmas,1
1957,27,24 Mar 57,El Sadar,Osasuna,Osasuna.jpg,Atlético,Atlético.jpg,2,1,Osasuna,1
1957,27,24 Mar 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Valencia,Valencia.jpg,2,0,Real Madrid,1
1957,27,24 Mar 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Jaén,Real Jaén.jpg,3,0,Sevilla,1
1957,27,24 Mar 57,La Romareda,Real,Real.jpg,Sociedad,Sociedad.jpg,1,0,Real,1
1957,28,07 Abr 57,San Mamés,Athletic,Athletic.jpg,Espanyol,Espanyol.jpg,4,0,Athletic,1
1957,28,07 Abr 57,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,1,3,Real,2
1957,28,07 Abr 57,Camp Nou,Barcelona,Barcelona.jpg,Condal CD,Condal CD.jpg,5,0,Barcelona,1
1957,28,07 Abr 57,Municipal Riazor,Deportivo,Deportivo.jpg,Sevilla,Sevilla.jpg,3,1,Deportivo,1
1957,28,07 Abr 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Osasuna,Osasuna.jpg,2,0,Real Jaén,1
1957,28,07 Abr 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Real Madrid,Real Madrid.jpg,1,5,Real Madrid,2
1957,28,07 Abr 57,Anoeta,Sociedad,Sociedad.jpg,Celta,Celta.jpg,3,0,Sociedad,1
1957,28,07 Abr 57,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,1,0,Valencia,1
1957,29,13 Abr 57,No disponible,Condal CD,Condal CD.jpg,Sociedad,Sociedad.jpg,1,1,Draw,0
1957,29,14 Abr 57,Wanda Metropolitano,Atlético,Atlético.jpg,Las Palmas,Las Palmas.jpg,3,0,Atlético,1
1957,29,14 Abr 57,Abanca Balaídos,Celta,Celta.jpg,Valencia,Valencia.jpg,2,1,Celta,1
1957,29,14 Abr 57,RCDE Stadium,Espanyol,Espanyol.jpg,Barcelona,Barcelona.jpg,2,0,Espanyol,1
1957,29,14 Abr 57,El Sadar,Osasuna,Osasuna.jpg,Deportivo,Deportivo.jpg,1,0,Osasuna,1
1957,29,14 Abr 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Athletic,Athletic.jpg,4,1,Sevilla,1
1957,29,14 Abr 57,Municipal José Zorrilla,Real,Real.jpg,Real Jaén,Real Jaén.jpg,1,2,Real Jaén,2
1957,29,14 Abr 57,La Romareda,Real,Real.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1957,30,21 Abr 57,San Mamés,Athletic,Athletic.jpg,Osasuna,Osasuna.jpg,1,1,Draw,0
1957,30,21 Abr 57,Camp Nou,Barcelona,Barcelona.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1957,30,21 Abr 57,Municipal Riazor,Deportivo,Deportivo.jpg,Real,Real.jpg,3,0,Deportivo,1
1957,30,21 Abr 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Atlético,Atlético.jpg,2,0,Real Jaén,1
1957,30,21 Abr 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Real,Real.jpg,0,1,Real,2
1957,30,21 Abr 57,Anoeta,Sociedad,Sociedad.jpg,Espanyol,Espanyol.jpg,1,0,Sociedad,1
1957,30,21 Abr 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Celta,Celta.jpg,4,1,Real Madrid,1
1957,30,21 Abr 57,Mestalla,Valencia,Valencia.jpg,Condal CD,Condal CD.jpg,1,0,Valencia,1
1958,1,15 Sep 57,San Mamés,Athletic,Athletic.jpg,Celta,Celta.jpg,6,0,Athletic,1
1958,1,15 Sep 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Atlético,Atlético.jpg,2,4,Atlético,2
1958,1,15 Sep 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Granada,Granada.jpg,2,0,Real Jaén,1
1958,1,15 Sep 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Valencia,Valencia.jpg,5,3,Las Palmas,1
1958,1,15 Sep 57,Anoeta,Sociedad,Sociedad.jpg,Real,Real.jpg,1,1,Draw,0
1958,1,15 Sep 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Osasuna,Osasuna.jpg,3,0,Real Madrid,1
1958,1,15 Sep 57,Municipal José Zorrilla,Real,Real.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
1958,1,10 Oct 57,Camp Nou,Barcelona,Barcelona.jpg,Sevilla,Sevilla.jpg,3,1,Barcelona,1
1958,2,22 Sep 57,Wanda Metropolitano,Atlético,Atlético.jpg,Athletic,Athletic.jpg,3,2,Atlético,1
1958,2,22 Sep 57,Abanca Balaídos,Celta,Celta.jpg,Real,Real.jpg,3,1,Celta,1
1958,2,22 Sep 57,RCDE Stadium,Espanyol,Espanyol.jpg,Las Palmas,Las Palmas.jpg,3,0,Espanyol,1
1958,2,22 Sep 57,Nuevo Los Cármenes,Granada,Granada.jpg,Real Madrid,Real Madrid.jpg,0,2,Real Madrid,2
1958,2,22 Sep 57,El Sadar,Osasuna,Osasuna.jpg,Sociedad,Sociedad.jpg,3,0,Osasuna,1
1958,2,22 Sep 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Jaén,Real Jaén.jpg,0,0,Draw,0
1958,2,22 Sep 57,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1958,2,22 Sep 57,La Romareda,Real,Real.jpg,Sporting,Sporting.jpg,0,0,Draw,0
1958,3,29 Sep 57,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,4,1,Athletic,1
1958,3,29 Sep 57,RCDE Stadium,Espanyol,Espanyol.jpg,Celta,Celta.jpg,1,1,Draw,0
1958,3,29 Sep 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Osasuna,Osasuna.jpg,2,3,Osasuna,2
1958,3,29 Sep 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Valencia,Valencia.jpg,1,0,Real Jaén,1
1958,3,29 Sep 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Barcelona,Barcelona.jpg,0,7,Barcelona,2
1958,3,29 Sep 57,Anoeta,Sociedad,Sociedad.jpg,Granada,Granada.jpg,4,1,Sociedad,1
1958,3,29 Sep 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sevilla,Sevilla.jpg,6,0,Real Madrid,1
1958,3,29 Sep 57,Municipal José Zorrilla,Real,Real.jpg,Atlético,Atlético.jpg,2,2,Draw,0
1958,4,06 Oct 57,Wanda Metropolitano,Atlético,Atlético.jpg,Espanyol,Espanyol.jpg,2,3,Espanyol,2
1958,4,06 Oct 57,Camp Nou,Barcelona,Barcelona.jpg,Real Jaén,Real Jaén.jpg,6,1,Barcelona,1
1958,4,06 Oct 57,Nuevo Los Cármenes,Granada,Granada.jpg,Sporting,Sporting.jpg,1,0,Granada,1
1958,4,06 Oct 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Celta,Celta.jpg,1,6,Celta,2
1958,4,06 Oct 57,El Sadar,Osasuna,Osasuna.jpg,Athletic,Athletic.jpg,2,2,Draw,0
1958,4,06 Oct 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Sociedad,Sociedad.jpg,3,0,Sevilla,1
1958,4,06 Oct 57,Mestalla,Valencia,Valencia.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
1958,4,06 Oct 57,La Romareda,Real,Real.jpg,Real,Real.jpg,3,0,Real,1
1958,5,13 Oct 57,Abanca Balaídos,Celta,Celta.jpg,Atlético,Atlético.jpg,2,2,Draw,0
1958,5,13 Oct 57,RCDE Stadium,Espanyol,Espanyol.jpg,Real,Real.jpg,1,0,Espanyol,1
1958,5,13 Oct 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1958,5,13 Oct 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Las Palmas,Las Palmas.jpg,1,1,Draw,0
1958,5,13 Oct 57,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,0,0,Draw,0
1958,5,13 Oct 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,3,0,Real Madrid,1
1958,5,13 Oct 57,Municipal José Zorrilla,Real,Real.jpg,Osasuna,Osasuna.jpg,0,4,Osasuna,2
1958,5,28 Nov 57,San Mamés,Athletic,Athletic.jpg,Granada,Granada.jpg,1,0,Athletic,1
1958,6,20 Oct 57,Wanda Metropolitano,Atlético,Atlético.jpg,Las Palmas,Las Palmas.jpg,9,0,Atlético,1
1958,6,20 Oct 57,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,1,0,Barcelona,1
1958,6,20 Oct 57,Nuevo Los Cármenes,Granada,Granada.jpg,Real,Real.jpg,4,0,Granada,1
1958,6,20 Oct 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real Madrid,Real Madrid.jpg,0,2,Real Madrid,2
1958,6,20 Oct 57,El Sadar,Osasuna,Osasuna.jpg,Espanyol,Espanyol.jpg,3,2,Osasuna,1
1958,6,20 Oct 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Athletic,Athletic.jpg,3,1,Sevilla,1
1958,6,20 Oct 57,La Romareda,Real,Real.jpg,Celta,Celta.jpg,2,2,Draw,0
1958,6,12 Dic 57,Mestalla,Valencia,Valencia.jpg,Sporting,Sporting.jpg,2,2,Draw,0
1958,7,27 Oct 57,San Mamés,Athletic,Athletic.jpg,Valencia,Valencia.jpg,3,2,Athletic,1
1958,7,27 Oct 57,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,4,2,Atlético,1
1958,7,27 Oct 57,RCDE Stadium,Espanyol,Espanyol.jpg,Granada,Granada.jpg,2,1,Espanyol,1
1958,7,27 Oct 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Barcelona,Barcelona.jpg,3,2,Sporting,1
1958,7,27 Oct 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
1958,7,27 Oct 57,Anoeta,Sociedad,Sociedad.jpg,Real Jaén,Real Jaén.jpg,2,0,Sociedad,1
1958,7,19 Dic 57,Abanca Balaídos,Celta,Celta.jpg,Osasuna,Osasuna.jpg,2,0,Celta,1
1958,7,19 Dic 57,Municipal José Zorrilla,Real,Real.jpg,Sevilla,Sevilla.jpg,2,0,Real,1
1958,8,03 Nov 57,Camp Nou,Barcelona,Barcelona.jpg,Athletic,Athletic.jpg,3,0,Barcelona,1
1958,8,03 Nov 57,Nuevo Los Cármenes,Granada,Granada.jpg,Celta,Celta.jpg,1,0,Granada,1
1958,8,03 Nov 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Real,Real.jpg,0,0,Draw,0
1958,8,03 Nov 57,El Sadar,Osasuna,Osasuna.jpg,Atlético,Atlético.jpg,1,1,Draw,0
1958,8,03 Nov 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,2,1,Real Madrid,1
1958,8,03 Nov 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Espanyol,Espanyol.jpg,0,1,Espanyol,2
1958,8,03 Nov 57,Municipal José Zorrilla,Real,Real.jpg,Valencia,Valencia.jpg,6,3,Real,1
1958,8,24 Nov 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Sporting,Sporting.jpg,2,1,Real Jaén,1
1958,9,10 Nov 57,San Mamés,Athletic,Athletic.jpg,Real Jaén,Real Jaén.jpg,5,1,Athletic,1
1958,9,10 Nov 57,Wanda Metropolitano,Atlético,Atlético.jpg,Granada,Granada.jpg,5,1,Atlético,1
1958,9,10 Nov 57,Abanca Balaídos,Celta,Celta.jpg,Sevilla,Sevilla.jpg,3,1,Celta,1
1958,9,10 Nov 57,RCDE Stadium,Espanyol,Espanyol.jpg,Valencia,Valencia.jpg,0,0,Draw,0
1958,9,10 Nov 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real Madrid,Real Madrid.jpg,3,0,Sporting,1
1958,9,10 Nov 57,Anoeta,Sociedad,Sociedad.jpg,Las Palmas,Las Palmas.jpg,3,1,Sociedad,1
1958,9,10 Nov 57,Municipal José Zorrilla,Real,Real.jpg,Barcelona,Barcelona.jpg,1,2,Barcelona,2
1958,9,10 Nov 57,La Romareda,Real,Real.jpg,Osasuna,Osasuna.jpg,2,0,Real,1
1958,10,17 Nov 57,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,3,1,Barcelona,1
1958,10,17 Nov 57,Abanca Balaídos,Celta,Celta.jpg,Valencia,Valencia.jpg,3,2,Celta,1
1958,10,17 Nov 57,Nuevo Los Cármenes,Granada,Granada.jpg,Real,Real.jpg,1,0,Granada,1
1958,10,17 Nov 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real,Real.jpg,0,2,Real,2
1958,10,17 Nov 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Osasuna,Osasuna.jpg,2,1,Las Palmas,1
1958,10,17 Nov 57,Anoeta,Sociedad,Sociedad.jpg,Sporting,Sporting.jpg,3,2,Sociedad,1
1958,10,17 Nov 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Athletic,Athletic.jpg,6,0,Real Madrid,1
1958,10,17 Nov 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Atlético,Atlético.jpg,2,2,Draw,0
1958,11,01 Dic 57,San Mamés,Athletic,Athletic.jpg,Sociedad,Sociedad.jpg,2,2,Draw,0
1958,11,01 Dic 57,Wanda Metropolitano,Atlético,Atlético.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1958,11,01 Dic 57,Abanca Balaídos,Celta,Celta.jpg,Barcelona,Barcelona.jpg,4,0,Celta,1
1958,11,01 Dic 57,RCDE Stadium,Espanyol,Espanyol.jpg,Real Jaén,Real Jaén.jpg,2,0,Espanyol,1
1958,11,01 Dic 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Sporting,Sporting.jpg,0,0,Draw,0
1958,11,01 Dic 57,El Sadar,Osasuna,Osasuna.jpg,Granada,Granada.jpg,1,0,Osasuna,1
1958,11,01 Dic 57,Municipal José Zorrilla,Real,Real.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1958,11,01 Dic 57,La Romareda,Real,Real.jpg,Sevilla,Sevilla.jpg,3,3,Draw,0
1958,12,08 Dic 57,Camp Nou,Barcelona,Barcelona.jpg,Atlético,Atlético.jpg,2,2,Draw,0
1958,12,08 Dic 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Athletic,Athletic.jpg,0,2,Athletic,2
1958,12,08 Dic 57,Nuevo Los Cármenes,Granada,Granada.jpg,Las Palmas,Las Palmas.jpg,4,0,Granada,1
1958,12,08 Dic 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Celta,Celta.jpg,4,1,Real Jaén,1
1958,12,08 Dic 57,Anoeta,Sociedad,Sociedad.jpg,Real,Real.jpg,0,0,Draw,0
1958,12,08 Dic 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Espanyol,Espanyol.jpg,2,0,Real Madrid,1
1958,12,08 Dic 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Osasuna,Osasuna.jpg,1,1,Draw,0
1958,12,08 Dic 57,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,3,1,Valencia,1
1958,13,15 Dic 57,San Mamés,Athletic,Athletic.jpg,Las Palmas,Las Palmas.jpg,1,1,Draw,0
1958,13,15 Dic 57,Wanda Metropolitano,Atlético,Atlético.jpg,Real Jaén,Real Jaén.jpg,4,1,Atlético,1
1958,13,15 Dic 57,Abanca Balaídos,Celta,Celta.jpg,Real Madrid,Real Madrid.jpg,2,1,Celta,1
1958,13,15 Dic 57,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,2,2,Draw,0
1958,13,15 Dic 57,Nuevo Los Cármenes,Granada,Granada.jpg,Sevilla,Sevilla.jpg,2,1,Granada,1
1958,13,15 Dic 57,El Sadar,Osasuna,Osasuna.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1958,13,15 Dic 57,Municipal José Zorrilla,Real,Real.jpg,Sporting,Sporting.jpg,7,3,Real,1
1958,13,15 Dic 57,La Romareda,Real,Real.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1958,14,22 Dic 57,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,1,0,Athletic,1
1958,14,22 Dic 57,Camp Nou,Barcelona,Barcelona.jpg,Osasuna,Osasuna.jpg,3,0,Barcelona,1
1958,14,22 Dic 57,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Espanyol,Espanyol.jpg,2,0,Sporting,1
1958,14,22 Dic 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real,Real.jpg,3,0,Real Jaén,1
1958,14,22 Dic 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Sevilla,Sevilla.jpg,4,1,Las Palmas,1
1958,14,22 Dic 57,Anoeta,Sociedad,Sociedad.jpg,Celta,Celta.jpg,1,1,Draw,0
1958,14,22 Dic 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Atlético,Atlético.jpg,0,0,Draw,0
1958,14,22 Dic 57,Mestalla,Valencia,Valencia.jpg,Granada,Granada.jpg,3,1,Valencia,1
1958,15,29 Dic 57,Wanda Metropolitano,Atlético,Atlético.jpg,Sociedad,Sociedad.jpg,2,0,Atlético,1
1958,15,29 Dic 57,Abanca Balaídos,Celta,Celta.jpg,Sporting,Sporting.jpg,1,2,Sporting,2
1958,15,29 Dic 57,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,1,0,Espanyol,1
1958,15,29 Dic 57,Nuevo Los Cármenes,Granada,Granada.jpg,Barcelona,Barcelona.jpg,0,4,Barcelona,2
1958,15,29 Dic 57,El Sadar,Osasuna,Osasuna.jpg,Real Jaén,Real Jaén.jpg,5,1,Osasuna,1
1958,15,29 Dic 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Valencia,Valencia.jpg,0,1,Valencia,2
1958,15,29 Dic 57,Municipal José Zorrilla,Real,Real.jpg,Las Palmas,Las Palmas.jpg,2,0,Real,1
1958,15,29 Dic 57,La Romareda,Real,Real.jpg,Real Madrid,Real Madrid.jpg,3,1,Real,1
1958,16,05 Ene 58,Wanda Metropolitano,Atlético,Atlético.jpg,Sporting,Sporting.jpg,3,2,Atlético,1
1958,16,05 Ene 58,Abanca Balaídos,Celta,Celta.jpg,Athletic,Athletic.jpg,0,1,Athletic,2
1958,16,05 Ene 58,RCDE Stadium,Espanyol,Espanyol.jpg,Real,Real.jpg,1,1,Draw,0
1958,16,05 Ene 58,Nuevo Los Cármenes,Granada,Granada.jpg,Real Jaén,Real Jaén.jpg,2,0,Granada,1
1958,16,05 Ene 58,El Sadar,Osasuna,Osasuna.jpg,Real Madrid,Real Madrid.jpg,1,0,Osasuna,1
1958,16,05 Ene 58,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Barcelona,Barcelona.jpg,1,2,Barcelona,2
1958,16,05 Ene 58,Mestalla,Valencia,Valencia.jpg,Las Palmas,Las Palmas.jpg,4,1,Valencia,1
1958,16,05 Ene 58,La Romareda,Real,Real.jpg,Sociedad,Sociedad.jpg,1,3,Sociedad,2
1958,17,12 Ene 58,San Mamés,Athletic,Athletic.jpg,Atlético,Atlético.jpg,1,2,Atlético,2
1958,17,12 Ene 58,Camp Nou,Barcelona,Barcelona.jpg,Valencia,Valencia.jpg,1,1,Draw,0
1958,17,12 Ene 58,El Molinón-Enrique Castro Quini,Sporting,Sporting.jpg,Real,Real.jpg,4,1,Sporting,1
1958,17,12 Ene 58,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Sevilla,Sevilla.jpg,1,0,Real Jaén,1
1958,17,12 Ene 58,Gran Canaria,Las Palmas,Las Palmas.jpg,Espanyol,Espanyol.jpg,1,0,Las Palmas,1
1958,17,12 Ene 58,Anoeta,Sociedad,Sociedad.jpg,Osasuna,Osasuna.jpg,2,1,Sociedad,1
1958,17,12 Ene 58,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Granada,Granada.jpg,4,0,Real Madrid,1
1958,17,12 Ene 58,Municipal José Zorrilla,Real,Real.jpg,Celta,Celta.jpg,0,4,Celta,2
1958,18,19 Ene 58,Wanda Metropolitano,Atlético,Atlético.jpg,Real,Real.jpg,7,0,Atlético,1
1958,18,19 Ene 58,Camp Nou,Barcelona,Barcelona.jpg,Las Palmas,Las Palmas.jpg,2,0,Barcelona,1
1958,18,19 Ene 58,Abanca Balaídos,Celta,Celta.jpg,Espanyol,Espanyol.jpg,3,2,Celta,1
1958,18,19 Ene 58,Nuevo Los Cármenes,Granada,Granada.jpg,Sociedad,Sociedad.jpg,3,1,Granada,1
1958,18,19 Ene 58,El Sadar,Osasuna,Osasuna.jpg,Sporting,Sporting.jpg,2,1,Osasuna,1
1958,18,19 Ene 58,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Madrid,Real Madrid.jpg,3,2,Sevilla,1
1958,18,19 Ene 58,Mestalla,Valencia,Valencia.jpg,Real Jaén,Real Jaén.jpg,4,0,Valencia,1
1958,18,19 Ene 58,La Romareda,Real,Real.jpg,Athletic,Athletic.jpg,2,1,Real,1
1958,19,26 Ene 58,San Mamés,Athletic,Athletic.jpg,Osasuna,Osasuna.jpg,2,0,Athletic,1
